SALE TYPE,SOLD DATE,Days_Since_Sold,Month_Sold,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,AGE,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL,SOURCE,MLS#,FAVORITE,LATITUDE,LONGITUDE,STORAGE_STRUCTURE,Garage_Spaces,Basement_Level,Recently_Renovated
PAST SALE,2024-06-07,383,6,Single Family Residential,60 Bingham Dr,Star Valley Ranch,WY,83127,490000,3,2.0,Star Valley Ranch,1428,23522,2018,7,,343,375.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/60-Bingham-Dr-83127/home/187936957,TBOR,24-907,N,42.9560419,-110.952897,0,2,0,0
PAST SALE,2023-12-06,567,12,Single Family Residential,268 Buffalo Dr,Alpine,WY,83128,950000,5,3.5,Trail Ridge,4497,81021,2007,18,,211,850.0,Sold,https://www.redfin.com/WY/Alpine/268-Buffalo-Dr-83128/home/135398673,TBOR,23-1640,N,43.1157435,-111.0207888,0,3,3,1
PAST SALE,2024-08-01,328,8,Single Family Residential,361 Redwood Rd,Star Valley Ranch,WY,83127,879700,3,3.0,Star Valley Ranch,2040,21780,2020,5,,431,581.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/361-Redwood-Rd-83127/home/191043779,TBOR,24-1240,N,42.990179,-110.959635,0,2,0,0
PAST SALE,2024-09-06,292,9,Single Family Residential,135 Caribou Dr,Alpine,WY,83128,1569000,2,3.0,Alpine Retreat,2320,60984,2022,3,,676,550.0,Sold,https://www.redfin.com/WY/Alpine/135-Caribou-DR-83128/home/191594396,TBOR,24-1846,N,43.120178,-111.037872,0,2,1,0
PAST SALE,2024-05-31,390,5,Single Family Residential,1206 Duffin Cir,Thayne,WY,83127,799000,3,2.0,Riverview Ranchettes,1856,196891,1999,26,,430,,Sold,https://www.redfin.com/WY/Thayne/1206-Duffin-Cir-83127/home/135389031,TBOR,24-832,N,42.8989546,-110.9912126,0,2,0,0
PAST SALE,2024-06-21,369,6,Single Family Residential,196 Redwood Rd,Star Valley Ranch,WY,83127,495000,3,3.0,Star Valley Ranch,1768,17424,1977,48,,280,593.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/196-Redwood-Rd-83127/home/135437896,TBOR,24-1038,N,42.988757,-110.955997,0,2,3,0
PAST SALE,2024-08-21,308,8,Single Family Residential,71 Osprey Ln,Alpine,WY,83128,2795000,3,3.5,Trail Ridge,4148,83635,2021,4,,674,1200.0,Sold,https://www.redfin.com/WY/Alpine/71-Osprey-Ln-83128/home/165560375,TBOR,24-1377,N,43.113317,-111.017857,0,2,3,0
PAST SALE,2023-12-13,560,12,Single Family Residential,312 Spruce St,Alpine,WY,83128,1650000,3,3.0,Rees Subdivision,3869,23086,2005,20,,426,,Sold,https://www.redfin.com/WY/Alpine/312-Spruce-St-83128/home/135377259,TBOR,23-1015,N,43.1779604,-111.0101039,1,3,0,0
PAST SALE,2024-01-12,530,1,Single Family Residential,714 Sunset Dr,Alpine,WY,83128,459000,3,2.0,Lakeview Estates,2700,16552,1991,34,,170,,Sold,https://www.redfin.com/WY/Alpine/714-Sunset-Dr-83128/home/135354718,TBOR,23-2218,N,43.1573656,-111.011953,0,0,2,0
PAST SALE,2024-05-10,411,5,Single Family Residential,203 Caribou Peak Lp Loop,Etna,WY,83118,629500,4,2.5,Etna Village Estates,1832,27007,2024,1,,344,60.0,Sold,https://www.redfin.com/WY/Etna/203-Caribou-Peak-Loop-Unknown/home/190411941,TBOR,24-563,N,43.0359521,-111.0178461,0,2,2,0
PAST SALE,2024-05-23,398,5,Single Family Residential,1164 Strawberry Creek Rd,Bedford,WY,83112,819000,2,2.0,Bridger Forest,2490,112820,2007,18,,329,,Sold,https://www.redfin.com/WY/Bedford/1164-Strawberry-Creek-RD-83112/home/190558320,TBOR,24-689,N,42.905708,-110.907151,1,1,2,0
PAST SALE,2023-11-15,588,11,Single Family Residential,48 Spur Wood Dr,Star Valley Ranch,WY,83127,379000,2,1.0,Star Valley Ranch,1788,17424,1982,43,,212,468.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/48-Spurwood-Dr-83127/home/135391478,TBOR,23-1621,N,42.989202,-110.961152,0,0,1,1
PAST SALE,2024-09-06,292,9,Single Family Residential,5248 County Road 125,Freedom,WY,83120,449000,3,1.0,Freedom,1613,52272,1954,71,,278,,Sold,https://www.redfin.com/WY/Freedom/5248-County-Road-125-83120/home/135411216,TBOR,24-2035,Y,42.9750093,-111.0437927,1,1,1,1
PAST SALE,2024-06-07,383,6,Single Family Residential,95 Scrub Oak Dr,Star Valley Ranch,WY,83127,579900,3,2.0,Star Valley Ranch,1518,13068,2020,5,,382,582.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/95-Scrub-Oak-Dr-83127/home/165559247,TBOR,24-863,N,42.962476,-110.981266,1,2,1,0
PAST SALE,2024-02-22,489,2,Single Family Residential,186 Southbrook Dr,Thayne,WY,83127,979999,6,3.0,Southbrook Ranches,3916,177724,2016,9,,250,234.0,Sold,https://www.redfin.com/WY/Thayne/186-Southbrook-Dr-83127/home/143244593,TBOR,23-419,N,42.942905,-111.012032,0,3,3,0
PAST SALE,2024-10-04,264,10,Single Family Residential,89 Columbine St,Alpine,WY,83128,839000,3,2.0,Alpine Meadows,1708,16552,2016,9,,491,27.0,Sold,https://www.redfin.com/WY/Alpine/89-Columbine-St-83128/home/143245261,TBOR,24-2254,N,43.173926,-111.024112,0,2,0,0
PAST SALE,2023-11-17,586,11,Single Family Residential,255 Westview Dr,Afton,WY,83110,519900,4,3.0,ZZZ--VOID--Do NOT Use,2218,65340,1984,41,,234,,Sold,https://www.redfin.com/WY/Afton/255-Westview-Dr-83110/home/135385072,TBOR,23-932,N,42.693635,-110.9266106,0,2,1,0
PAST SALE,2024-07-25,335,7,Single Family Residential,894 Cedar Creek Dr,Star Valley Ranch,WY,83127,1195000,6,3.0,Star Valley Ranch,4946,40075,2019,6,,242,383.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/894-Cedar-Creek-Dr-83127/home/190648400,TBOR,24-837,N,42.969948,-110.955674,0,2,3,0
PAST SALE,2024-10-25,243,10,Single Family Residential,60 Black Rd,Etna,WY,83118,1200000,3,3.0,Black Creek Ranches,3175,208216,2022,3,,378,42.0,Sold,https://www.redfin.com/WY/Etna/60-Black-RD-Unknown/home/192189623,TBOR,24-2225,N,43.04879,-111.025404,1,3,0,0
PAST SALE,2024-06-11,379,6,Single Family Residential,75 Choke Cherry Dr,Star Valley Ranch,WY,83127,480000,4,3.0,Star Valley Ranch,2160,26136,1995,30,,222,380.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/75-Chokecherry-Dr-83127/home/135356108,TBOR,24-734,N,42.9978934,-110.979638,1,0,2,1
PAST SALE,2024-08-30,299,8,Single Family Residential,43 E Elkhorn Dr,Thayne,WY,83127,885000,3,2.5,Thayne,2144,40510,1993,32,,413,,Sold,https://www.redfin.com/WY/Thayne/43-Elkhorn-Dr-83127/home/187961754,TBOR,24-1269,N,42.9962473,-110.9714624,1,1,3,1
PAST SALE,2023-11-30,573,11,Single Family Residential,267 Dana St,Thayne,WY,83127,375000,3,2.0,Thayne,1292,15681,2016,9,,290,,Sold,https://www.redfin.com/WY/Thayne/267-Dana-St-83127/home/188126074,TBOR,23-2381,N,42.9170864,-110.9980793,0,0,0,0
PAST SALE,2023-11-29,574,11,Single Family Residential,1173 Saddle Dr,Etna,WY,83118,799000,3,2.0,Nordic Ranches,4916,87120,2005,20,,163,,Sold,https://www.redfin.com/WY/Etna/1173-Saddle-Dr-83118/home/135370635,TBOR,23-2366,N,43.081834,-111.004635,1,2,1,0
PAST SALE,2024-06-28,362,6,Single Family Residential,827 Lost Creek Rd,Thayne,WY,83127,850000,5,3.5,Thayne,3831,87120,2009,16,,222,,Sold,https://www.redfin.com/WY/Thayne/827-Lost-Creek-Rd-83127/home/135346965,TBOR,24-1001,N,42.93957,-110.956551,0,2,3,0
PAST SALE,2024-12-09,198,12,Single Family Residential,54 C St,Bedford,WY,83112,349000,3,1.0,ZZZ--VOID--Do NOT Use,1512,32670,1960,65,,231,,Sold,https://www.redfin.com/WY/Bedford/54-C-St-83112/home/165559184,TBOR,24-2706,N,42.897098,-110.939461,0,0,2,0
PAST SALE,2024-06-12,378,6,Single Family Residential,182 Trail Dr,Alpine,WY,83128,535000,3,1.0,Lakeview Estates,992,10454,1974,51,,539,,Sold,https://www.redfin.com/WY/Alpine/182-Trail-Dr-Rd-83128/home/135362024,TBOR,24-828,N,43.160372,-111.0206342,0,2,0,0
PAST SALE,2024-05-16,405,5,Single Family Residential,287 Dana St,Thayne,WY,83127,395000,3,2.0,Thayne,1761,12632,1984,41,,224,,Sold,https://www.redfin.com/WY/Thayne/287-W-Dana-St-83127/home/135417801,TBOR,24-538,N,42.9170551,-110.9977853,1,0,1,0
PAST SALE,2024-08-29,300,8,Single Family Residential,172 W Willard Ave,Afton,WY,83110,529000,3,2.0,ZZZ--VOID--Do NOT Use,1836,24393,1994,31,,288,,Sold,https://www.redfin.com/WY/Afton/172-Willard-Ave-83110/home/135430228,TBOR,24-1857,N,42.726337,-110.938033,0,2,0,1
PAST SALE,2024-05-21,400,5,Single Family Residential,227 Aster Loop,Alpine,WY,83128,999000,5,3.5,Alpine Meadows,3428,17424,2018,7,,291,325.0,Sold,https://www.redfin.com/WY/Alpine/227-Aster-Loop-83128/home/165566505,TBOR,24-544,N,43.169337,-111.021881,0,2,2,0
PAST SALE,2024-10-15,253,10,Single Family Residential,635 Buffalo Dr,Alpine,WY,83128,815000,3,2.5,Trail Ridge,2160,67082,2005,20,,377,71.0,Sold,https://www.redfin.com/WY/Alpine/635-Buffalo-Dr-83128/home/135363338,TBOR,24-2285,N,43.1207234,-111.0217867,0,2,0,0
PAST SALE,2023-11-27,576,11,Single Family Residential,1186 Bedford North Cr 121,Bedford,WY,83112,1875000,4,4.0,Bedford,4107,871200,2006,19,,457,,Sold,https://www.redfin.com/WY/Bedford/1186-Bedford-North-Cr-121-83112/home/187934022,TBOR,23-1657,N,42.923712,-110.933357,0,2,0,0
PAST SALE,2024-02-14,497,2,Single Family Residential,130 Penny Ln,Thayne,WY,83127,855000,1,1.0,Haystack Mountain Ranch,900,922600,2009,16,,950,,Sold,https://www.redfin.com/WY/Thayne/130-Penny-Ln-83127/home/135409914,TBOR,23-1942,N,42.9360024,-110.9653537,1,2,0,0
PAST SALE,2024-08-29,300,8,Single Family Residential,17 Misty Ln,Etna,WY,83120,795000,4,2.0,Misty Meadows,3289,213879,1993,32,,242,,Sold,https://www.redfin.com/WY/Etna/17-Misty-Meadows-Ln-83118/home/192323009,TBOR,24-1033,N,43.0885577,-111.0126862,0,2,3,0
PAST SALE,2024-09-23,275,9,Single Family Residential,328 Bridger Homes Dr,Alpine,WY,83128,625000,3,2.0,Alpine,1468,24393,1982,43,,426,,Sold,https://www.redfin.com/WY/Alpine/328-Bridger-83128/home/135348410,TBOR,24-2058,N,43.15712,-111.007064,0,2,0,0
PAST SALE,2024-08-02,327,8,Single Family Residential,28 Corral Ln,Etna,WY,83118,997500,5,3.0,Corral Canyon Meadows,5056,217800,2003,22,,197,,Sold,https://www.redfin.com/WY/Etna/28-Corral-LN-Unknown/home/187940060,TBOR,24-922,N,43.06799,-110.99287,0,2,3,0
PAST SALE,2025-05-30,26,5,Single Family Residential,108053 Us-89,Etna,WY,83118,599000,3,2.0,Etna,1015,60984,1934,91,,590,,Sold,https://www.redfin.com/WY/Etna/108053-N-US-Highway-89-83118/home/135434908,TBOR,25-617,N,43.0351852,-111.0129937,0,2,0,1
PAST SALE,2024-10-04,264,10,Single Family Residential,775 Hardman Rd,Star Valley Ranch,WY,83127,891000,3,2.0,Star Valley Ranch,2121,23086,2024,1,,420,31.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/775-Hardman-Rd-83127/home/192074585,TBOR,24-2153,N,42.9598289,-110.9483758,0,2,0,0
PAST SALE,2024-06-25,365,6,Single Family Residential,174 Stoor Dr,Alpine,WY,83128,799999,3,3.0,Alpine,1672,12196,2018,7,,478,,Sold,https://www.redfin.com/WY/Etna/174-Stoor-Dr-83118/home/135435283,TBOR,24-878,N,43.15988,-111.021356,0,2,3,1
PAST SALE,2024-04-17,434,4,Single Family Residential,475 Alta Dr,Star Valley Ranch,WY,83127,499000,3,2.0,Star Valley Ranch,2584,22651,1985,40,,193,350.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/475-Alta-Dr-83127/home/192274674,TBOR,24-270,Y,42.9733854,-110.9596282,0,1,3,0
PAST SALE,2024-06-24,366,6,Single Family Residential,94321 Us-89,Afton,WY,83110,1500000,5,2.0,Afton,3038,350222,1978,47,,494,,Sold,https://www.redfin.com/WY/Afton/94321-US-Highway-89-83110/home/135373755,TBOR,24-865,N,42.845244,-110.979657,0,2,3,0
PAST SALE,2023-12-21,552,12,Single Family Residential,60 Dancer Cir,Alpine,WY,83128,1450000,4,3.5,Shadow Dancer,4990,132422,2007,18,,291,3000.0,Sold,https://www.redfin.com/WY/Alpine/60-Dancer-Way-83128/home/135398654,TBOR,23-2392,N,43.115383,-111.015977,0,2,3,0
PAST SALE,2024-04-15,436,4,Single Family Residential,489 Jackson St,Afton,WY,83110,429000,3,1.0,Afton,1448,4791,1936,89,,296,,Sold,https://www.redfin.com/WY/Afton/489-Jackson-St-83110/home/135394379,TBOR,24-240,N,42.7234234,-110.9291524,1,1,3,1
PAST SALE,2024-01-26,516,1,Single Family Residential,726 Highway 239,Freedom,WY,83120,325000,2,1.0,Freedom,1656,43560,1935,90,,196,,Sold,https://www.redfin.com/WY/Freedom/726-State-Highway-239-83120/home/135384055,TBOR,23-1220,N,42.9826913,-111.0266702,1,2,0,1
PAST SALE,2024-08-15,314,8,Single Family Residential,51 Pine Dr,Star Valley Ranch,WY,83127,575000,3,3.0,Star Valley Ranch,2272,21780,2004,21,,253,33.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/51-Pine-Dr-83127/home/135394815,TBOR,24-1544,N,43.001071,-110.980241,0,2,3,1
PAST SALE,2024-09-09,289,9,Single Family Residential,55 S 2nd St,Auburn,WY,83111,445000,4,2.0,Auburn,1746,43560,1984,41,,255,,Sold,https://www.redfin.com/WY/Auburn/55-S-2nd-St-83111/home/135378117,TBOR,24-1391,Y,42.7872119,-111.005119,0,2,1,1
PAST SALE,2025-01-03,173,1,Single Family Residential,140 Aztec Dr,Star Valley Ranch,WY,83127,769500,4,2.5,Star Valley Ranch,2924,29620,2005,20,,263,49.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/140-Aztec-Dr-83127/home/135399058,TBOR,24-2514,N,42.9918201,-110.9758232,0,2,3,0
PAST SALE,2024-09-06,292,9,Single Family Residential,38 Porto Pl,Star Valley Ranch,WY,83127,489900,4,3.0,Star Valley Ranch,2994,30492,1993,32,,164,383.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/38-Porto-Pl-83127/home/187940006,TBOR,24-1322,Y,42.9575076,-110.9444745,1,2,3,1
PAST SALE,2024-05-15,406,5,Single Family Residential,LOT 73 Rockbridge,Afton,WY,83110,739000,3,2.5,Rockbridge Meadows,1688,23086,2023,2,,438,73.0,Sold,https://www.redfin.com/WY/Afton/73-Rockbridge-Dr-83110/home/187934942,TBOR,24-423,N,42.7342243,-110.9211479,0,4,1,0
PAST SALE,2023-12-07,566,12,Single Family Residential,301 Teala Dr,Etna,WY,83118,1375000,7,4.0,Henrys Mountain,6846,435600,2017,8,,201,600.0,Sold,https://www.redfin.com/WY/Etna/301-Teala-Dr-83118/home/192290973,TBOR,23-1065,N,43.0153332,-110.9878583,0,4,3,0
PAST SALE,2025-03-13,104,3,Single Family Residential,330 Wright St,Thayne,WY,83127,549900,3,2.0,Thayne,1390,18730,2021,4,,396,,Sold,https://www.redfin.com/WY/Thayne/330-Wright-St-83127/home/180890702,TBOR,24-2749,N,42.921029,-110.992896,0,0,0,0
PAST SALE,2024-08-30,299,8,Single Family Residential,200 Cove Rd,Thayne,WY,83127,4995000,6,3.5,Willow Creek Ranch,6627,1524600,2008,17,,754,1000.0,Sold,https://www.redfin.com/WY/Thayne/200-Cove-RD-83127/home/187935441,TBOR,24-1707,N,42.849189,-110.957456,1,4,3,0
PAST SALE,2024-04-29,422,4,Single Family Residential,65 W 3rd Ave,Afton,WY,83110,399000,3,2.0,Afton,1444,36590,1935,90,,276,,Sold,https://www.redfin.com/WY/Afton/65-W-3rd-Ave-83110/home/135432227,TBOR,23-1632,Y,42.7277529,-110.9352449,0,1,2,1
PAST SALE,2024-10-04,264,10,Single Family Residential,1015 Vista Dr,Star Valley Ranch,WY,83127,1350000,5,4.0,Star Valley Ranch,3546,25264,2022,3,,381,40.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/1015-Vista-Dr-83127/home/165565306,TBOR,24-2072,N,42.979114,-110.953302,0,2,0,0
PAST SALE,2024-06-14,376,6,Single Family Residential,3997 Wy-238,Auburn,WY,83111,375000,5,2.0,Auburn,1976,43560,1980,45,,190,,Sold,https://www.redfin.com/WY/Auburn/3997-Wy-238-83111/home/190529880,TBOR,24-669,N,42.786255,-110.997758,1,0,1,1
PAST SALE,2024-08-08,321,8,Single Family Residential,697 Hardman Rd,Star Valley Ranch,WY,83127,525000,3,2.0,Star Valley Ranch,1519,23522,2005,20,,346,383.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/697-Hardman-Rd-83127/home/135433267,TBOR,24-1341,N,42.9610427,-110.9503406,0,2,0,0
PAST SALE,2024-05-30,391,5,Single Family Residential,4570 Cty Rd 123,Bedford,WY,83112,569000,3,2.0,Bedford,2329,43560,1988,37,,244,,Sold,https://www.redfin.com/WY/Bedford/4570-County-Road-123-Unknown/home/187933149,TBOR,24-361,N,42.848842,-110.894482,1,2,0,1
PAST SALE,2023-12-29,544,12,Single Family Residential,315 Scrub Oak Dr,Star Valley Ranch,WY,83127,350000,3,2.0,Star Valley Ranch,1341,17424,1995,30,,261,457.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/315-Scrub-Oak-Dr-83127/home/135359697,TBOR,23-1927,N,42.965774,-110.981259,0,2,0,0
PAST SALE,2024-10-15,253,10,Single Family Residential,491 Redwood Rd,Star Valley Ranch,WY,83127,425000,3,2.0,Star Valley Ranch,1456,21780,2001,24,,292,49.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/491-Redwood-Rd-83127/home/192036976,TBOR,24-2117,N,42.9915516,-110.9595656,0,0,3,0
PAST SALE,2024-03-14,468,3,Single Family Residential,404 E 2nd Ave,Afton,WY,83110,385000,3,2.0,ZZZ--VOID--Do NOT Use,2027,19602,1969,56,,190,,Sold,https://www.redfin.com/WY/Afton/404-E-2nd-Ave-83110/home/135369858,TBOR,24-39,N,42.728987,-110.9215346,0,2,0,0
PAST SALE,2024-01-31,511,1,Single Family Residential,461 W Elkhorn Dr,Star Valley Ranch,WY,83127,495000,3,2.0,Star Valley Ranch,1264,30492,2023,2,,392,468.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/461-W-Elkhorn-Dr-83127/home/165569065,TBOR,23-2549,N,42.991959,-110.976391,0,2,0,0
PAST SALE,2024-06-21,369,6,Single Family Residential,159 East St,Star Valley Ranch,WY,83127,439000,3,2.0,Star Valley Ranch,1176,22651,2005,20,,373,375.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/159-East-St-83127/home/188125529,TBOR,24-648,N,42.9559152,-110.9493363,0,2,0,0
PAST SALE,2024-06-10,380,6,Single Family Residential,1278 Co Rd 120,Thayne,WY,83127,1150000,6,3.0,Haystack #2,4539,232174,2014,11,,253,,Sold,https://www.redfin.com/WY/Thayne/1278-County-Road-120-83127/home/135472418,TBOR,24-540,N,42.938072,-110.947538,0,2,3,1
PAST SALE,2024-05-20,401,5,Single Family Residential,148 Honeybee Ln,Afton,WY,83110,419900,3,2.0,Honeybee Meadows,1512,13939,2021,4,,278,50.0,Sold,https://www.redfin.com/WY/Afton/148-Honeybee-Ln-83110/home/175749155,TBOR,24-377,N,42.695347,-110.93117,0,2,0,1
PAST SALE,2024-08-19,310,8,Single Family Residential,771 Country Club Way,Thayne,WY,83127,699000,5,3.0,Stewart Country Club Estates,2992,13939,2006,19,,234,1400.0,Sold,https://www.redfin.com/WY/Thayne/771-Country-Club-Way-83127/home/135359763,TBOR,24-1394,N,42.9609554,-110.9745198,1,2,3,0
PAST SALE,2024-11-13,224,11,Single Family Residential,153 Honeybee Ln,Afton,WY,83110,415000,3,2.0,Honeybee Meadows,1406,15246,2023,2,,295,6.0,Sold,https://www.redfin.com/WY/Afton/153-Honeybee-Ln-83110/home/175749156,TBOR,24-2351,N,42.695847,-110.931167,0,2,0,0
PAST SALE,2024-04-24,427,4,Single Family Residential,170 Bear Hollow Cir,Thayne,WY,83127,499500,3,2.0,Bear Hollow,1468,11325,2018,7,,340,,Sold,https://www.redfin.com/WY/Thayne/170-Bear-Holw-Cir-83127/home/165568636,TBOR,24-203,N,42.916458,-110.982411,0,2,0,1
PAST SALE,2024-10-21,247,10,Single Family Residential,164 Cedar Dr,Star Valley Ranch,WY,83127,299000,2,2.0,Star Valley Ranch,1056,13068,1977,48,,283,49.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/164-Cedar-Dr-83127/home/187962996,TBOR,24-2053,N,42.9883105,-110.9619218,0,2,2,0
