SALE TYPE,SOLD DATE,Days_Since_Sold,Month_Sold,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,AGE,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL,SOURCE,MLS#,FAVORITE,LATITUDE,LONGITUDE,STORAGE_STRUCTURE,Garage_Spaces,Basement_Level,Recently_Renovated
PAST SALE,2024-07-05,355,7,Single Family Residential,1244 County Road 120,Thayne,WY,83127,849000,5,3.0,Haystack #2,2880,209523,1994,31,,295,,Sold,https://www.redfin.com/WY/Unknown/1244-County-Road-120-83127/home/190425621,TBOR,24-553,N,42.9381131,-110.9488454,1,2,2,0
PAST SALE,2024-11-05,232,11,Single Family Residential,327 Ponderosa Dr,Star Valley Ranch,WY,83127,539900,3,2.0,Star Valley Ranch,1468,27007,2021,4,,368,31.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/327-Ponderosa-Dr-83127/home/165571415,TBOR,24-2248,N,42.958401,-110.949008,0,2,2,0
PAST SALE,2024-06-07,383,6,Single Family Residential,27 Canyon Dr,Etna,WY,83118,1250000,3,1.0,Mountain Shadows,1700,180774,2018,7,,735,,Sold,https://www.redfin.com/WY/Etna/27-Canyon-Dr-83118/home/192291048,TBOR,24-472,N,43.0504953,-110.9914642,0,5,0,0
PAST SALE,2024-08-02,327,8,Single Family Residential,697 Toms Canyon Rd,Auburn,WY,83111,395000,3,1.0,Auburn,1080,135036,1933,92,,366,,Sold,https://www.redfin.com/WY/Auburn/697-Toms-Canyon-Rd-83111/home/135402157,TBOR,24-752,N,42.807715,-111.008202,1,0,0,0
PAST SALE,2024-11-20,217,11,Single Family Residential,95 Abe Ln,Bedford,WY,83112,550000,5,3.0,Bedford,2580,21780,2024,1,,213,25.0,Sold,https://www.redfin.com/WY/Bedford/95-Abe-Ln-83112/home/192383490,TBOR,24-2342,N,42.9004356,-110.9425472,0,3,3,0
PAST SALE,2024-06-26,364,6,Single Family Residential,43 W Elkhorn Dr,Star Valley Ranch,WY,83127,774999,4,3.0,Prater Canyon,2490,24829,2002,23,,311,467.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/43-W-Elkhorn-Dr-83127/home/135400188,TBOR,24-201,N,42.996,-110.973707,0,3,3,0
PAST SALE,2025-01-22,154,1,Single Family Residential,522 Three Rivers Dr,Alpine,WY,83128,659000,3,2.0,Alpine,1371,21780,1994,31,,481,,Sold,https://www.redfin.com/WY/Alpine/522-3-Rivers-Dr-83128/home/195243825,TBOR,24-2744,N,43.1582608,-111.003163,1,2,0,1
PAST SALE,2024-02-14,497,2,Single Family Residential,2173 Perkins Rd,Thayne,WY,83127,725000,5,3.0,Thayne,3200,87120,2023,2,,227,,Sold,https://www.redfin.com/WY/Thayne/2173-Perkins-Rd-83127/home/188747029,TBOR,23-2557,N,42.9540991,-110.9752121,0,2,3,0
PAST SALE,2025-03-27,90,3,Single Family Residential,150 Lilac Dr,Star Valley Ranch,WY,83127,595000,4,3.0,Star Valley Ranch,2580,13068,2004,21,,231,581.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/150-Lilac-Dr-83127/home/135376857,TBOR,25-27,N,42.9623309,-110.9836698,1,2,3,0
PAST SALE,2024-10-15,253,10,Single Family Residential,64 Allred Rd,Afton,WY,83110,830000,3,3.0,Afton,2688,107593,2017,8,,309,,Sold,https://www.redfin.com/WY/Afton/64-Allred-Rd-83110/home/147182018,TBOR,24-1984,N,42.7233651,-110.9520463,0,4,0,0
PAST SALE,2024-03-29,453,3,Single Family Residential,345 River Loop,Freedom,WY,83120,725000,3,2.0,River Ranches Fishing & Equestrian Estates,1624,257004,2016,9,,446,500.0,Sold,https://www.redfin.com/WY/Freedom/345-River-LOOP-83120/home/187962630,TBOR,23-2597,N,42.995311,-111.019368,0,2,0,0
PAST SALE,2024-06-27,363,6,Single Family Residential,1701 County Road 120,Thayne,WY,83127,799000,4,3.5,Thayne,3003,206038,1974,51,,266,,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/1701-County-Road-120-83127/home/187935079,TBOR,24-580,N,42.939627,-110.939703,1,2,0,1
PAST SALE,2024-06-25,365,6,Single Family Residential,78 Bison Meadows Ln,Thayne,WY,83127,1199000,5,4.0,Thayne,3902,275734,2023,2,,307,,Sold,https://www.redfin.com/WY/Thayne/78-Bison-Meadows-Ln-83127/home/180890723,TBOR,24-555,N,42.9009069,-110.99946,1,3,0,0
PAST SALE,2024-11-07,230,11,Single Family Residential,15 Snow Dr,Star Valley Ranch,WY,83127,549900,3,2.0,Star Valley Ranch,1548,28314,1994,31,,355,40.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/15-Snow-DR-83127/home/192093812,TBOR,24-2158,N,42.997861,-110.972329,0,1,2,1
PAST SALE,2024-03-08,474,3,Single Family Residential,96 White Ave,Star Valley Ranch,WY,83127,699000,3,2.5,Star Valley Ranch,2406,26136,1984,41,,291,467.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/96-White-AVE-83127/home/188923037,TBOR,23-2645,N,42.984251,-110.954827,0,2,3,1
PAST SALE,2024-01-04,538,1,Single Family Residential,384 Olympic Dr,Etna,WY,83118,995000,2,3.0,Buffalo Run,1627,217364,2017,8,,612,1500.0,Sold,https://www.redfin.com/WY/Etna/384-Olympic-Dr-83118/home/135486597,TBOR,23-2194,N,43.0760099,-111.013087,0,4,0,1
PAST SALE,2024-09-19,279,9,Single Family Residential,143 Aspen Way,Thayne,WY,83127,520000,3,2.0,Prater Canyon,1792,20908,2013,12,,290,,Sold,https://www.redfin.com/WY/Thayne/143-Aspen-Way-83127/home/191330649,TBOR,24-1582,N,42.9958203,-110.9710562,0,1,3,0
PAST SALE,2024-04-10,441,4,Single Family Residential,355 Upper Rd,Alpine,WY,83128,2200000,4,3.5,Shadow Dancer,3980,158994,2019,6,,553,3000.0,Sold,https://www.redfin.com/WY/Alpine/355-Upper-RD-83128/home/187939192,TBOR,24-51,N,43.119205,-111.016177,0,2,3,0
PAST SALE,2024-08-30,299,8,Single Family Residential,174 Redwood Rd,Star Valley Ranch,WY,83127,535000,3,3.0,Star Valley Ranch,1884,17424,1977,48,,284,593.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/174-Redwood-Rd-83127/home/135422943,TBOR,24-1232,N,42.9884937,-110.9558212,0,1,3,1
PAST SALE,2024-09-17,281,9,Single Family Residential,110 Chokecherry Dr,Alpine,WY,83128,995000,3,2.5,Broken Wheel Ranch,2556,69260,1994,31,,389,67.0,Sold,https://www.redfin.com/WY/Alpine/110-Chokecherry-Dr-83128/home/135411769,TBOR,24-467,N,43.1060484,-111.0173138,0,2,3,0
PAST SALE,2024-08-16,313,8,Single Family Residential,215 North Forest Dr,Star Valley Ranch,WY,83127,998000,3,2.5,Star Valley Ranch,2784,44866,2007,18,,358,581.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/215-N-Forest-Dr-83127/home/187933450,TBOR,24-1068,N,42.992859,-110.968229,0,2,1,0
PAST SALE,2024-07-12,348,7,Single Family Residential,983 Allred Rd,Afton,WY,83110,429000,2,2.0,Afton,1658,21780,1981,44,,259,,Sold,https://www.redfin.com/WY/Afton/983-Allred-Rd-83110/home/135412342,TBOR,24-672,N,42.7360315,-110.9534914,1,2,0,0
PAST SALE,2024-12-13,194,12,Single Family Residential,1443 Muddy String Rd,Thayne,WY,83127,499000,3,2.0,Thayne,1640,77972,1959,66,,304,,Sold,https://www.redfin.com/WY/Thayne/1443-Muddy-String-Rd-83127/home/195244527,TBOR,24-2121,N,42.9379664,-110.97325,0,2,2,1
PAST SALE,2024-08-20,309,8,Single Family Residential,572 Salt River Ln,Thayne,WY,83127,2650000,4,1.5,Salt River Ranch,3360,653400,2013,12,,789,951.0,Sold,https://www.redfin.com/WY/Thayne/572-Salt-River-LN-83127/home/190660670,TBOR,24-848,N,42.883569,-110.999679,0,3,0,0
PAST SALE,2024-07-12,348,7,Single Family Residential,231 River Rock Rd,Smoot,WY,83126,1050000,6,3.5,Smoot,3646,522720,1996,29,,288,,Sold,https://www.redfin.com/WY/Smoot/231-River-Rock-RD-83126/home/190489380,TBOR,24-602,N,42.652383,-110.951402,0,2,3,0
PAST SALE,2024-10-22,246,10,Single Family Residential,713 River Loop,Freedom,WY,83120,2190000,4,3.0,River Ranches Fishing & Equestrian Estates,4426,239580,2015,10,,495,29.0,Sold,https://www.redfin.com/WY/Freedom/713-River-LOOP-83120/home/190604480,TBOR,24-1491,N,43.001046,-111.019353,0,5,3,1
PAST SALE,2024-09-17,281,9,Single Family Residential,92 E 3rd Ave,Afton,WY,83110,399000,4,2.5,Afton,1736,13503,1937,88,,230,,Sold,https://www.redfin.com/WY/Afton/92-E-3rd-Ave-83110/home/135346790,TBOR,24-1421,N,42.7271508,-110.9309146,0,1,3,1
PAST SALE,2024-09-30,268,9,Single Family Residential,46 Oatgrass St,Alpine,WY,83128,985000,4,2.0,Alpine Meadows,1891,17424,2015,10,,521,27.0,Sold,https://www.redfin.com/WY/Alpine/46-Oatgrass-St-83128/home/143245266,TBOR,24-1550,N,43.1728159,-111.0262444,0,2,0,0
PAST SALE,2024-12-30,177,12,Single Family Residential,309 Snake Dr,Alpine,WY,83128,899999,4,3.0,Riverview Meadows,3741,14374,1994,31,,241,150.0,Sold,https://www.redfin.com/WY/Alpine/309-Snake-DR-83128/home/187961677,TBOR,24-2457,N,43.161819,-111.028291,0,2,3,0
PAST SALE,2024-02-28,483,2,Single Family Residential,64 Black Cir,Etna,WY,83118,715000,3,2.0,Black Creek Ranches,1404,214750,2022,3,,509,500.0,Sold,https://www.redfin.com/WY/Etna/64-Black-Creek-Cir-83118/home/192291068,TBOR,23-2359,N,43.0500175,-111.0246875,0,2,0,0
PAST SALE,2024-08-09,320,8,Single Family Residential,307 Cedar Dr Unit 10-16,Thayne,WY,83127,394900,3,2.0,Cedar Springs Meadows,1400,4791,2007,18,,282,2622.0,Sold,https://www.redfin.com/WY/Thayne/307-Cedar-DR-83127/unit-10-16/home/190417502,TBOR,24-579,N,42.95915,-110.978918,0,2,0,0
PAST SALE,2025-05-19,37,5,Single Family Residential,45 Little Greys Loop,Etna,WY,83118,599000,3,2.0,Etna Village Estates,1691,22651,2018,7,,354,50.0,Sold,https://www.redfin.com/WY/Etna/45-Little-Greys-Loop-83118/home/165559927,TBOR,25-191,N,43.03526,-111.01747,0,2,0,0
PAST SALE,2025-05-27,29,5,Single Family Residential,800 Strawberry Creek Rd,Thayne,WY,83127,2800000,2,2.0,Thayne,1230,5227200,2021,4,,2276,,Sold,https://www.redfin.com/WY/Thayne/800-Strawberry-Creek-Rd-83127/home/191607240,TBOR,25-51,N,42.887005,-110.9779925,0,0,0,0
PAST SALE,2024-09-06,292,9,Single Family Residential,277 W Reserve Dr,Alpine,WY,83128,4750000,5,4.0,Alpine Village,4153,61855,2011,14,,1144,6400.0,Sold,https://www.redfin.com/WY/Alpine/277-W-Reserve-Dr-83128/home/135360998,TBOR,24-1110,N,43.1843185,-111.0373026,0,2,0,0
PAST SALE,2025-03-03,114,3,Single Family Residential,576 Jefferson St,Afton,WY,83110,420000,5,2.0,Afton,2235,5662,1967,58,,188,,Sold,https://www.redfin.com/WY/Afton/576-Jefferson-St-83110/home/135387769,TBOR,24-2661,N,42.7214311,-110.9287527,1,1,1,1
PAST SALE,2024-11-07,230,11,Single Family Residential,200 A St,Bedford,WY,83112,698000,5,3.0,Bedford,2358,23086,2001,24,,296,,Sold,https://www.redfin.com/WY/Bedford/200-A-St-83112/home/135360497,TBOR,24-1933,N,42.9013713,-110.9396965,0,2,3,0
PAST SALE,2024-08-15,314,8,Single Family Residential,246 Kara St,Alpine,WY,83128,1690000,3,2.5,Trail Creek,2638,290545,2003,22,,641,600.0,Sold,https://www.redfin.com/WY/Alpine/246-Kara-St-83128/home/135360623,TBOR,24-823,N,43.104968,-111.030682,1,3,0,0
PAST SALE,2024-12-27,180,12,Single Family Residential,267 Adams St,Afton,WY,83110,429900,4,2.0,Afton,1912,13503,1954,71,,225,,Sold,https://www.redfin.com/WY/Afton/267-Adams-St-83110/home/135425080,TBOR,24-2350,N,42.7280559,-110.9302265,1,1,3,1
PAST SALE,2024-09-16,282,9,Single Family Residential,20 Ridgecrest Dr,Star Valley Ranch,WY,83127,605000,3,2.0,Star Valley Ranch,2414,24829,1997,28,,251,480.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/20-Ridgecrest-Dr-83127/home/187963068,TBOR,24-598,N,42.973856,-110.954399,1,2,3,1
PAST SALE,2024-11-01,236,11,Single Family Residential,33 Fir Pl,Star Valley Ranch,WY,83127,685000,3,1.0,Star Valley Ranch,1077,16117,1991,34,,636,49.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/33-Fir-Pl-83127/home/135417976,TBOR,24-1817,N,42.984888,-110.953448,0,1,0,1
PAST SALE,2025-06-05,20,6,Single Family Residential,413 S Lincoln St,Afton,WY,83110,385000,4,2.0,ZZZ--VOID--Do NOT Use,2118,8712,1912,113,,182,,Sold,https://www.redfin.com/WY/Afton/413-Lincoln-St-83110/home/135376395,TBOR,25-223,N,42.725133,-110.9359532,0,0,0,1
PAST SALE,2024-09-20,278,9,Single Family Residential,53 Custer Dr,Star Valley Ranch,WY,83127,695000,4,3.0,Star Valley Ranch,2676,24829,2005,20,,260,387.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/53-Custer-Dr-83127/home/135436589,TBOR,24-838,N,42.9557475,-110.9545987,1,2,3,0
PAST SALE,2024-02-02,509,2,Single Family Residential,378 Sugar Dr,Star Valley Ranch,WY,83127,580000,4,3.0,Star Valley Ranch,1947,22215,1989,36,,298,418.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/378-Sugar-DR-83127/home/187933088,TBOR,23-2165,N,42.981217,-110.969995,1,2,3,1
PAST SALE,2024-10-11,257,10,Single Family Residential,10 Wiemann Way,Alpine,WY,83128,5750000,2,2.5,Alpine,3187,87120,2015,10,,1804,1000.0,Sold,https://www.redfin.com/WY/Alpine/10-Wiemann-Way-83128/home/135494541,TBOR,24-1486,N,43.1790464,-111.0308344,1,2,0,0
PAST SALE,2024-11-08,229,11,Single Family Residential,277 Madison St,Afton,WY,83110,435000,4,2.0,Afton,1558,10018,1957,68,,279,,Sold,https://www.redfin.com/WY/Afton/277-Madison-St-83110/home/135437569,TBOR,24-1828,N,42.727749,-110.92452,1,2,3,0
PAST SALE,2024-02-07,504,2,Single Family Residential,333 Aspen Trl,Alpine,WY,83128,1695000,5,3.5,Aspen Ridge Estates,4317,22215,2008,17,,393,1350.0,Sold,https://www.redfin.com/WY/Alpine/333-Aspen-Ln-83128/home/187933613,TBOR,23-2183,N,43.108264,-111.018528,0,3,3,1
PAST SALE,2024-10-23,245,10,Single Family Residential,544 Madison Ave,Afton,WY,83110,289900,3,2.0,Afton,1584,10890,1949,76,,183,,Sold,https://www.redfin.com/WY/Afton/544-Madison-St-83110/home/135426645,TBOR,24-1583,N,42.7221454,-110.9257723,0,3,1,0
PAST SALE,2024-02-09,502,2,Single Family Residential,573 Richardson Crk,Afton,WY,83110,1750000,4,3.5,Afton,4156,2094364,2005,20,,421,,Sold,https://www.redfin.com/WY/Afton/573-Richardson-Crk-83110/home/135425009,TBOR,23-1826,N,42.7055213,-111.0048269,1,2,3,0
PAST SALE,2025-01-02,174,1,Single Family Residential,820 N Hwy 89,Thayne,WY,83127,329000,3,1.0,Thayne,1050,22215,1935,90,,313,,Sold,https://www.redfin.com/WY/Thayne/820-U-S-Highway-89-Unknown/home/192322954,TBOR,24-2327,N,42.930242,-111.006924,0,1,0,0
PAST SALE,2024-10-31,237,10,Single Family Residential,344 Cedar Dr,Star Valley Ranch,WY,83127,515000,2,2.0,Star Valley Ranch,1446,17424,1998,27,,356,31.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/344-Cedar-Dr-83127/home/135392571,TBOR,24-1126,N,42.991013,-110.961976,0,1,0,1
PAST SALE,2024-11-15,222,11,Single Family Residential,423 Conestoga Rd,Etna,WY,83128,3485000,7,3.5,Etna,5180,1524600,2016,9,,673,,Sold,https://www.redfin.com/WY/Etna/423-Conestoga-Rd-83118/home/135435137,TBOR,24-1614,N,43.054911,-111.0189461,0,2,0,0
PAST SALE,2024-08-20,309,8,Single Family Residential,9 Custer Dr,Star Valley Ranch,WY,83127,545000,3,2.0,Star Valley Ranch,1404,23086,2019,6,,388,375.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/9-Custer-Dr-83127/home/165564740,TBOR,24-634,N,42.956406,-110.954141,1,2,0,0
PAST SALE,2024-12-16,191,12,Single Family Residential,51 Mahogany Way,Star Valley Ranch,WY,83127,679000,3,2.0,Star Valley Ranch,3056,21780,2022,3,,222,49.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/51-Mahogany-Way-83127/home/187936003,TBOR,24-1822,N,43.0033486,-110.9790875,0,3,2,0
PAST SALE,2024-08-14,315,8,Single Family Residential,158 Ponderosa Dr,Star Valley Ranch,WY,83127,875000,5,3.5,Star Valley Ranch,3194,28749,2020,5,,274,371.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/158-Ponderosa-Dr-83127/home/192290825,TBOR,24-545,N,42.958834,-110.952734,0,3,3,0
PAST SALE,2024-10-25,243,10,Single Family Residential,142 Co Rd 184,Freedom,WY,83120,525000,3,2.5,Freedom,2018,51400,1940,85,,260,,Sold,https://www.redfin.com/WY/Freedom/142-County-Road-184-83120/home/135431058,TBOR,24-1026,N,42.995579,-111.0420588,1,3,0,1
PAST SALE,2024-12-19,188,12,Single Family Residential,250 Salt River Rnch,Thayne,WY,83127,3888000,4,3.5,Salt River Ranch,3298,417304,2021,4,,1179,74.0,Sold,https://www.redfin.com/WY/Thayne/250-Salt-River-Ranch-Ln-83127/home/195244045,TBOR,24-2090,N,42.889199,-111.0018379,0,3,0,0
PAST SALE,2025-04-10,76,4,Single Family Residential,40 Chokecherry Dr,Star Valley Ranch,WY,83127,776000,3,2.0,Star Valley Ranch,2159,39204,2008,17,,359,52.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/40-Chokecherry-Dr-83127/home/135394786,TBOR,24-2815,N,42.9975856,-110.978524,0,2,2,0
PAST SALE,2024-10-31,237,10,Single Family Residential,117 Solitude Dr,Star Valley Ranch,WY,83127,599000,3,2.0,Star Valley Ranch,1803,22651,2015,10,,332,40.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/117-Solitude-Dr-83127/home/135479170,TBOR,24-1462,N,42.977137,-110.961888,0,2,0,0
PAST SALE,2024-08-16,313,8,Single Family Residential,195 Wicki-up Way,Afton,WY,83110,429900,3,2.0,Wicki-up Estates,1512,95832,2022,3,,284,,Sold,https://www.redfin.com/WY/Afton/195-Wicki-Up-Way-83110/home/165563059,TBOR,24-517,Y,42.6755454,-110.9280613,0,0,2,0
PAST SALE,2024-09-09,289,9,Single Family Residential,346 Monroe St,Afton,WY,83110,489000,5,3.0,Afton,2800,15681,1976,49,,175,,Sold,https://www.redfin.com/WY/Afton/346-Monroe-St-83110/home/135377976,TBOR,24-749,N,42.7262043,-110.9225125,1,2,2,0
PAST SALE,2025-05-28,28,5,Single Family Residential,583 Country Club Way,Thayne,WY,83127,597000,2,2.0,Stewart Country Club Estates,1395,13939,2007,18,,428,117.0,Sold,https://www.redfin.com/WY/Thayne/583-Country-Club-Way-83127/home/135390216,TBOR,24-2844,N,42.9609631,-110.9784638,0,2,2,0
PAST SALE,2024-11-15,222,11,Single Family Residential,34 Vista East Dr,Star Valley Ranch,WY,83127,569000,3,3.0,Star Valley Ranch,1991,22651,1995,30,,286,35.0,Sold,https://www.redfin.com/WY/Star-Valley-Ranch/34-Vista-East-Dr-83127/home/195244260,TBOR,24-1667,N,42.9793281,-110.9583107,1,2,3,1
PAST SALE,2025-02-25,120,2,Single Family Residential,60 Shooting Star Dr,Thayne,WY,83127,1849000,5,4.5,Shooting Star,4056,189486,2017,8,,456,350.0,Sold,https://www.redfin.com/WY/Thayne/60-Shooting-Star-Dr-83127/home/147181328,TBOR,24-2582,N,42.93137,-110.935165,0,3,3,0
PAST SALE,2024-12-13,194,12,Single Family Residential,615 Sky Rd,Smoot,WY,83126,6300000,6,4.5,Smoot,8995,3223004,2019,6,,700,,Sold,https://www.redfin.com/WY/Smoot/615-Sky-RD-Unknown/home/191767359,TBOR,24-1928,N,42.582602,-110.899252,1,4,2,0
PAST SALE,2024-12-02,205,12,Single Family Residential,253 Southbrook Dr,Thayne,WY,83127,1495000,5,3.5,Southbrook Ranches,4055,595029,1995,30,,369,25.0,Sold,https://www.redfin.com/WY/Thayne/253-Southbrook-Dr-83127/home/135423523,TBOR,24-1336,N,42.943541,-111.0139656,1,2,3,0
PAST SALE,2024-12-23,184,12,Single Family Residential,3438 Hwy 238,Auburn,WY,83111,699000,6,3.0,Auburn,3863,87120,1994,31,,181,,Sold,https://www.redfin.com/WY/Auburn/3438-State-Highway-238-83111/home/135385317,TBOR,24-2008,N,42.8001334,-110.9988995,1,2,0,1
PAST SALE,2025-03-17,100,3,Single Family Residential,141 County Road 184,Freedom,WY,83120,1095000,2,2.0,Freedom,1180,108900,2003,22,,928,,Sold,https://www.redfin.com/WY/Freedom/141-County-Road-184-83120/home/135431048,TBOR,24-2123,N,42.996962,-111.0415212,0,2,0,0
PAST SALE,2024-05-30,391,5,Single Family Residential,571 E Cottage Dr,Alpine,WY,83128,465000,2,1.0,Livingston,952,10018,1940,85,,488,,Sold,https://www.redfin.com/WY/Alpine/571-E-Cottage-Ln-83128/home/135365863,TBOR,23-2350,N,43.17422,-111.03219,1,0,0,0
